Date,Close,High,Low,Open,Volume
2021-01-04,69.53041076660156,69.67154560261754,68.21867134779303,68.26848848652679,1414844
2021-01-05,69.09870147705078,69.12360687908976,68.4801898789569,68.90774950470353,1809541
2021-01-06,68.82472229003906,69.19831595016059,68.30998747620134,68.6503781597138,2252786
2021-01-07,70.21949768066406,70.71762478576989,69.48890534808106,70.05345108960893,3011086
2021-01-08,71.09120178222656,71.09120178222656,70.39797405472187,70.55986548409089,2446079
2021-01-11,70.70101165771484,71.0912068309091,70.51836360462929,70.90026120015874,1840016
2021-01-12,71.29875946044922,71.61424476086783,70.80063244308612,70.97497658246178,1940939
2021-01-13,71.37348175048828,71.4814072647688,70.65949737225434,70.90026013552193,1887641
2021-01-14,71.67236328125,71.73047799746229,70.90026414641302,70.98328426471214,2524347
2021-01-15,70.88365936279297,71.78859579294776,70.7757338377777,71.48141437463296,2866714
2021-01-18,70.29420471191406,70.85460159070877,69.87080021160989,70.65119691850298,1469159
2021-01-19,70.65950012207031,71.07460704026646,70.49345988840341,70.56817609334485,2049672
2021-01-20,70.0451431274414,70.72591821477833,69.94551518757667,70.65949958820184,1663224
2021-01-21,70.83384704589844,70.96668430526526,70.16137583893403,70.59308426381793,2358103
2021-01-22,70.64290618896484,70.83385819585513,70.41044728251069,70.56818996933178,4575426
2021-01-25,70.79232788085938,71.18252937998334,70.40213271576404,70.65949696666341,1361881
2021-01-27,71.89653015136719,72.16219837437798,71.28217357328535,71.44821383740582,2843239
2021-01-28,70.68440246582031,70.95007062861156,69.65493912675787,70.82553729173439,3455937
2021-01-29,69.33116149902344,71.47310845251586,69.22322964301377,71.3900883329901,4486404
2021-02-01,70.30250549316406,70.30250549316406,68.09413372422998,68.90774604279218,2604306
2021-02-02,71.88822174072266,72.20370709045731,70.8587582327114,71.08291954268388,2678902
2021-02-03,72.71842193603516,73.4573180274008,72.32822678009329,72.40294297994541,2455634
2021-02-04,72.27841186523438,73.16674038357748,72.02935152405225,72.95088935469204,2315913
2021-02-05,73.59016418457031,73.79771767253087,72.9342944025314,73.22486801887021,2242933
2021-02-08,73.57355499267578,74.0550742204883,73.55694716832035,73.72299374172908,1820303
2021-02-09,72.57730102539062,73.64827776675729,72.26182200882923,73.37430564672705,1882826
2021-02-10,71.49801635742188,73.44901756485385,71.20743645361027,73.0588160565617,3228687
2021-02-11,72.27010345458984,72.38633286319143,70.775716295387,71.34856576208604,2322335
2021-02-12,72.12068176269531,72.83466620351345,71.68896699967405,72.22860728643602,2235993
2021-02-15,71.88822174072266,72.39465274884755,71.68897216943685,72.31163262198095,2396310
2021-02-16,72.58100891113281,72.58100891113281,71.71925898640859,71.94737191470746,4133771
2021-02-17,71.20388793945312,72.43314504470555,71.00112594081685,72.15012134256865,2340499
2021-02-18,70.64628601074219,71.19543278433697,69.95350998746419,71.03491583397744,3373355
2021-02-19,69.7085189819336,70.6040571957375,68.98194805333048,70.20697698525802,4206236
2021-02-22,69.19315338134766,69.74230667121711,69.04108026177902,69.70851192845872,2071470
2021-02-23,70.36749267578125,70.46042660612297,68.93969542388403,69.22694751194607,2047232
2021-02-24,69.93660736083984,70.58714477644003,69.5395272531309,70.3505816144209,1709865
2021-02-25,70.71388244628906,71.10251878888084,70.39284203902683,70.56180931744096,2379912
2021-02-26,68.9059066772461,70.6800953594679,68.9059066772461,69.81834546598496,3900672
2021-03-01,71.06026458740234,71.08560903132894,69.1002147602643,69.19314868512025,2483224
2021-03-02,71.38130950927734,72.04029087617975,71.2799317271004,71.48269373714236,2100089
2021-03-03,72.1501235961914,72.1501235961914,71.1785457186099,71.1785457186099,2216522
2021-03-04,72.97806549072266,72.97806549072266,71.651652615145,72.41201812088414,3528772
2021-03-05,73.03721618652344,73.33291858503686,72.25995641175798,72.99497759079891,3125494
2021-03-08,73.77223205566406,74.90433333802275,73.70464257254369,74.2031069534466,2592114
2021-03-09,74.25379180908203,75.1831245915933,74.06792396344227,74.72690527384685,2381197
2021-03-10,73.26531982421875,74.34672571236126,73.26531982421875,74.33827541601053,2059023
2021-03-11,73.03721618652344,74.24535089008448,72.46271843002542,74.19466199693971,2295069
2021-03-12,73.07100677490234,73.48498753100233,72.80065528402478,73.13859625904372,1436474
2021-03-15,72.99497985839844,73.49343784497562,72.45427682909603,73.0879137958431,1984298
2021-03-16,73.6539535522461,74.1101728939666,73.08790613491593,73.1554891722284,2770885
2021-03-17,73.59481811523438,74.24534919661149,72.99497592584586,73.44274499358038,2412813
2021-03-18,72.44580841064453,73.4976478327974,72.24304643679484,73.4342802845596,4351783
2021-03-19,71.56717681884766,72.47961552553085,71.30527562265986,72.23460847767954,9528922
2021-03-22,71.87976837158203,72.11632510603239,70.92086276629655,71.55872156423861,1718564
2021-03-23,71.61786651611328,72.12055284015157,71.13630271199952,71.15320330621438,1668194
2021-03-24,72.96961975097656,73.05410337260737,71.56716713829394,71.85441918666328,2100578
2021-03-25,73.11325073242188,73.4849864440128,72.4796138307671,72.81755480078722,2145117
2021-03-26,72.65702819824219,73.55256625062374,72.59788901451299,73.34980425579327,2506871
2021-03-29,72.29373931884766,73.16393288569097,72.20925569554305,72.80064750436259,1559267
